Song,Performer
Sugar Pie Guy Pt. 1,['The Joneses']
Sugar Plum,['Ike Clanton']
Sugar Shack,['Jimmy Gilmer And The Fireballs']
"Sugar Sugar/Cole, Cooke & Redding",['Wilson Pickett']
Sugar Town,['Nancy Sinatra']
Sugar Walls,['Sheena Easton']
Sugar Wraith,['Post Malone']
"Sugar, Sugar",['The Archies']
"Sugar, We're Goin' Down",['Fall Out Boy']
Sugaree,['Rusty York' 'Jerry Garcia']
Sugarhigh,['Jade Anderson']
Suge,['DaBaby']
Suicidal,['YNW Melly']
Suicide Blonde,['INXS']
Suit & Tie,['Justin Timberlake Featuring JAY Z']
Suite: Judy Blue Eyes,"['Crosby, Stills & Nash']"
Suite: Man And Woman,['Tony Cole']
Sukiyaki,['A Taste Of Honey' '4PM' 'Kyu Sakamoto']
Sultans Of Swing,['Dire Straits']
Summer,['War' 'Calvin Harris' 'The Carters']
Summer '81 medley,['The Cantina Band (featuring Lou Christie)']
Summer (The First Time),['Bobby Goldsboro']
Summer And Sandy,['Lesley Gore']
Summer Breeze,['Seals & Crofts']
Summer Breeze (Part 1),['The Isley Brothers']
Summer Bunnies,['R. Kelly']
Summer Days,['Martin Garrix Featuring Macklemore & Patrick Stump']
Summer Dreams,['The McGuire Sisters']
Summer Games,['Drake']
Summer Girls,['LFO']
Summer In The City,"[""The Lovin' Spoonful""]"
Summer Love,['Justin Timberlake']
Summer Means Fun,['Bruce & Terry']
Summer Nights,"['Rascal Flatts' 'John Travolta & Olivia Newton-John & Cast' 'Lil Rob'
 'Marianne Faithfull' 'Survivor' 'Glee Cast']"
Summer Of '42,['Biddu Orchestra']
Summer Of '69,['Bryan Adams']
Summer Rain,['Johnny Rivers' 'Belinda Carlisle' 'Carl Thomas']
Summer Samba (So Nice),['Walter Wanderley']
Summer Sand,['Dawn']
Summer Set,['Monty Kelly And His Orchestra']
Summer Side Of Life,['Gordon Lightfoot']
Summer Sixteen,['Drake']
Summer Sounds,['Robert Goulet']
Summer Souvenirs,"['Karl Hammel, Jr.']"
Summer Sun,['Jamestown Massacre']
Summer Vacation,['The Party']
Summer Wind,['Frank Sinatra' 'Wayne Newton']
Summer Wine,['Nancy Sinatra with Lee Hazlewood']
Summer's Comin',['Kirby St. Romain']
Summer's Gone,['Paul Anka']
Summer's Love,['Richard Barrett With The Chantels']
Summergirls,['Dino']
Summertime,"['New Kids On The Block' 'Kenny Chesney'
 'D.J. Jazzy Jeff & The Fresh Prince' 'Billy Stewart' 'The Marcels'
 'Rick Nelson' 'Chris Columbo Quintet']"
Summertime Blues,['Blue Cheer' 'The Who' 'Eddie Cochran']
Summertime Girls,['Y&T']
"Summertime In The LBC (From ""The Show"")",['The Dove Shack']
Summertime Magic,['Childish Gambino']
Summertime Sadness,['Lana Del Rey & Cedric Gervais']
Summertime Summertime,['Corina']
"Summertime, Summertime",['The Jamies' 'Nocera']
Sun Arise,['Rolf Harris']
Sun City,['Artists United Against Apartheid']
Sun Daze,['Florida Georgia Line']
Sun Goddess,"['Ramsey Lewis And Earth, Wind & Fire']"
Sun's Gonna Rise,['Sass Jordan']
Sun...Sun...Sun...Pt. I,['Ja-Kki']
Suncity,['Khalid Featuring Empress Of']
Sunday,['The Moments']
Sunday And Me,['Jay & The Americans']
Sunday Barbecue,['Tennessee Ernie Ford']
Sunday For Tea,['Peter And Gordon']
Sunday Mornin',['Spanky And Our Gang' 'Oliver']
Sunday Mornin' Comin' Down,['Ray Stevens']
Sunday Morning,"['Maroon 5' 'Earth, Wind & Fire']"
Sunday Morning Coming Down,['Johnny Cash']
Sunday Morning Sunshine,['Harry Chapin']
Sunday Sun,['Neil Diamond']
Sunday Sunrise,['Anne Murray']
Sunday Will Never Be The Same,['Spanky And Our Gang']
Sundown,['Gordon Lightfoot']
Sunflower,['Glen Campbell']
Sunflower (Spider-Man: Into The Spider-Verse),['Post Malone & Swae Lee']
Sunglasses At Night,['Corey Hart']
Sunny,['Bobby Hebb' 'Neil Sedaka']
Sunny Afternoon,['The Kinks']
Sunny And 75,['Joe Nichols']
Sunny Came Home,['Shawn Colvin']
Sunny Days,['Lighthouse']
Sunrise,['Eric Carmen']
"Sunrise, Sunburn, Sunset",['Luke Bryan']
"Sunrise, Sunset",['Roger Williams']
Sunset Grill,['Don Henley']
Sunset Strip,['Ray Stevens']
Sunshine,"[""Lil' Flip Featuring Lea"" 'Dino' 'Coko' 'Jonathan Edwards' 'Enchantment'
 'The Archies' 'Mickey Newbury' 'Jay-Z Featuring Babyface And Foxy Brown']"
Sunshine & Whiskey,['Frankie Ballard']
Sunshine And Summertime,['Faith Hill']
Sunshine Games,['The Music Explosion']
Sunshine Girl,['The Parade']
Sunshine In The Shade,['The Fixx']
Sunshine Of Your Love,['Cream']
Sunshine On My Shoulders,['John Denver']
Sunshine Part II,"[""The O'Jays""]"
Sunshine Roses,['Gene Cotton']
Sunshine Superman,['Donovan']
"Sunshine, Lollipops And Rainbows",['Lesley Gore']
Sup Mate,['Young Thug Featuring Future']
Supa Star,['Group Home']
Supastars,['Migos']
Super Bad (Part 1 & Part 2),['James Brown']
Super Bass,['Nicki Minaj']
Super Fly Meets Shaft,['John & Ernest']
Super Freak (Part I),['Rick James']
Super High,['Rick Ross Featuring Ne-Yo']
Super Highway,"[""Ballin' Jack""]"
Super Trapper,['Future']
Super Trouper,['ABBA']
Super-cali-fragil-istic-expi-ali-docious,['Julie Andrews-Dick Van Dyke']
SuperThug (What What),['Noreaga']
Superfly,['Curtis Mayfield']
Superhero,['Daze']
Superheroes,['The Script']
Superman,"['Taylor Swift' 'Eminem' 'Celi Bee & The Buzzy Bunch' 'Herbie Mann'
 'Donna Fargo' 'The Ides Of March' 'Dino, Desi & Billy' 'Brown Boy']"
Superman (It's Not Easy),['Five For Fighting']
Superman's Song,['Crash Test Dummies']
Supermarket Flowers,['Ed Sheeran']
Supermodel (You Better Work),['RuPaul']
Supernatural,['Wild Orchid']
Supernatural Love,['Donna Summer']
Supernatural Superserious,['R.E.M.']
Supernatural Thing - Part I,['Ben E. King']
Supernature,['Cerrone']
Supernova,['Liz Phair']
Supersonic,['J.J. Fad']
Superstar,"['Taylor Swift' 'Murray Head With The Trinidad Singers'
 'Lupe Fiasco Featuring Matthew Santos' 'Paul Davis' 'Charm Farm']"
Superstar (Remember How You Got Where You Are),['The Temptations']
Superstar/Bless The Beasts And Children,['Carpenters']
Superstar/Until You Come Back To Me,['Luther Vandross']
Superstition,['Stevie Wonder']
Superstitious,['Europe']
Superwoman,['Karyn White' 'Alicia Keys']
Superwoman (Where Were You When I Needed You),['Stevie Wonder']
Superwoman Pt. II,"[""Lil' Mo Featuring Fabolous""]"
Supplies,['Justin Timberlake']
Sure As I'm Sittin' Here,['Three Dog Night']
Sure Be Cool If You Did,['Blake Shelton']
Sure Feels Good,['Elvin Bishop']
Sure Gonna Miss Her,['Gary Lewis And The Playboys']
Sure Know Something,['KISS']
Sure Lookin',['Donny Osmond']
Sure Thing,['Miguel']
Surf,['Young Thug Featuring Gunna']
Surf City,['Jan & Dean']
Surf Party,['Chubby Checker']
Surfer Girl,['The Beach Boys']
Surfer Joe,['The Surfaris']
Surfer Street,['The Allisons']
Surfer's Stomp,['The Marketts']
Surfin,['The Beach Boys']
Surfin' Bird,['The Trashmen']
Surfin' Hootenanny,['Al Casey']
Surfin' Safari,['The Beach Boys']
Surfin' U.S.A.,['The Beach Boys']
Surfin' USA,['Leif Garrett']
Surrender,['Elvis Presley With The Jordanaires' 'Diana Ross' 'Cheap Trick' 'Trixter']
"Surrender To Me (From ""Tequila Sunrise"")",['Ann Wilson & Robin Zander']
Survival,['Eminem' 'Drake']
Survival Of The Fittest,['Mobb Deep']
Survivalism,['Nine Inch Nails']
Survive,['Jimmy Buffett']
Survivor,"[""Destiny's Child"" 'Cindy Bullens']"
Survivor / I Will Survive,['Glee Cast']
Susan,['The Buckinghams']
Susie Darlin',['Robin Luke' 'Tommy Roe']
Suspicion,['Terry Stafford']
Suspicions,['Eddie Rabbitt' 'The Sidekicks' 'Tim McGraw']
Suspicious Minds,['Elvis Presley' 'Dee Dee Warwick']
Sussudio,['Phil Collins']
Suzanne,['Journey' 'Noel Harrison']
Suzi,['Randy Vanwarmer']
Suzie Baby,['Bobby Vee and The Shadows']
Suzie Q. (Part One),['Creedence Clearwater Revival']
Swag Surfin',['F.L.Y. (Fast Life Yungstaz)']
Swagga Like Us,['Jay-Z & T.I. Featuring Kanye West & Lil Wayne']
Swalla,['Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign']
Swamp Witch,['Jim Stafford']
Swang,['Rae Sremmurd']
Sway,['Bobby Rydell']
Swayin' To The Music (slow Dancin'),['Johnny Rivers']
Swear,['Sheena Easton']
Swear It Again,['Westlife']
Swearin' To God,['Frankie Valli']
Sweat,['Bow Wow Featuring Lil Wayne']
Sweat (A La La La La Long),['Inner Circle']
Sweater Weather,['The Neighbourhood']
Sweatshirt,['Jacob Sartorius']
Sweet And Innocent,['Donny Osmond of The Osmonds']
Sweet And Lovely,['April Stevens & Nino Tempo']
Sweet And Low,['Augustana']
Sweet Annie,['Zac Brown Band']
Sweet Annie Laurie,['Sammy Turner and The Twisters']
Sweet Baby,['Stanley Clarke/George Duke' 'Donnie Elbert']
Sweet Bird Of Youth,['Nat King Cole']
Sweet Blindness,['The 5th Dimension']
Sweet But Psycho,['Ava Max']
Sweet Caroline,['Glee Cast']
Sweet Caroline (Good Times Never Seemed So Good),['Neil Diamond' 'Bobby Womack & Peace']
Sweet Charlie Babe,['Jackie Moore']
Sweet Cherry Wine,['Tommy James And The Shondells']
Sweet Child O' Mine,"[""Guns N' Roses""]"
Sweet Chile,['Sheb Wooley']
Sweet City Woman,['Stampeders']
"Sweet Cream Ladies, Forward March",['The Box Tops']
Sweet Creature,['Harry Styles']
Sweet Darlin',['Martha Reeves & The Vandellas']
Sweet Dreams,['Tommy McLain' 'La Bouche' 'Air Supply' 'Beyonce' 'Don Gibson']
Sweet Dreams (Are Made Of This),['Eurythmics']
Sweet Dreams (Of You),['Patsy Cline']
Sweet Emotion,['Aerosmith']
Sweet Feeling,['Candi Staton']
"Sweet Freedom (Theme From ""Running Scared"")",['Michael McDonald']
Sweet Georgia Brown,['Carroll Bros.']
Sweet Harmony,['Smokey Robinson']
Sweet Hitch-Hiker,['Creedence Clearwater Revival']
Sweet Home Alabama,['Lynyrd Skynyrd']
Sweet Honesty,['M:G']
Sweet Impossible You,['Brenda Lee']
Sweet Inspiration,['The Sweet Inspirations']
Sweet Inspiration/Where You Lead,['Barbra Streisand']
Sweet Lady,['Tyrese']
Sweet Lies,['Robert Palmer']
Sweet Life,['Paul Davis']
Sweet Little Kathy,['Ray Peterson']
Sweet Little Rock And Roller,['Chuck Berry']
Sweet Little Sixteen,['Jerry Lee Lewis']
Sweet Little Somethin',['Jason Aldean']
Sweet Little You,['Neil Sedaka']
Sweet Love,['Anita Baker' 'Commodores' 'Chris Brown']
Sweet Loving Man,['Morris Albert']
Sweet Lui-Louise,['Ironhorse']
Sweet Lullaby,['Deep Forest']
Sweet Mary,['Wadsworth Mansion']
Sweet Maxine,['The Doobie Brothers']
Sweet Memories,['Andy Williams']
Sweet Merilee,['Donnie Iris']
Sweet Music Man,['Kenny Rogers']
Sweet Nothin's,['Brenda Lee']
Sweet Nothing,['Calvin Harris Featuring Florence Welch']
Sweet November,['Troop']
Sweet On U,['Lo-Key?']
Sweet Pea,['Tommy Roe']
Sweet Potatoe Pie,['Domino']
Sweet Rachel,['Beau Coup']
Sweet Seasons,['Carole King']
Sweet Sensation,['Stephanie Mills']
Sweet Sensual Love,['Big Mountain']
Sweet Sexy Thing,['Nu Flavor Featuring Roger']
Sweet Sixteen,['Billy Idol' 'B.B. King']
Sweet Sixteen Bars,['Earl Grant']
Sweet Someone,['Eddie and Betty']
Sweet Soul Medley - Part 1,['The Magnificent Men']
Sweet Soul Music,['Arthur Conley']
Sweet Southern Comfort,['Buddy Jewell']
Sweet Sticky Thing,['Ohio Players']
Sweet Sugar Lips,['The Kalin Twins']
Sweet Summer Lovin',['Dolly Parton']
Sweet Summer Music,['Attitudes']
Sweet Surrender,['Sarah McLachlan' 'John Denver' 'Bread']
Sweet Sweet Baby(I'm Falling),['Lone Justice']
Sweet Sweetheart,['Bobby Vee']
Sweet Talkin' Guy,['The Chiffons']
Sweet Talkin' Woman,['Electric Light Orchestra']
Sweet Thing,['Mary J. Blige' 'Keith Urban' 'Rufus Featuring Chaka Khan' 'Mick Jagger']
Sweet Thursday,['Johnny Mathis']
Sweet Time,['REO Speedwagon']
Sweet Understanding Love,['Four Tops']
Sweet William,['Millie Small']
Sweet Young Thing Like You,['Ray Charles']
"Sweet, Sweet Lovin'",['The Platters']
"Sweet, Sweet Smile",['Carpenters']
Sweetener,['Ariana Grande']
Sweeter Than Fiction,['Taylor Swift']
Sweeter Than Sugar,['Ohio Express']
Sweeter Than You,['Ricky Nelson']
Sweetest Girl (Dollar Bill),"['Wyclef Jean Featuring Akon, Lil Wayne & Niia']"
Sweetest One,['The Metros']
Sweetest Thing,['U2']
Sweetheart,['Engelbert Humperdinck' 'Franke & The Knockouts' 'Peggy Lee']
Sweetheart Like You,['Bob Dylan']
Sweetness,['Jimmy Eat World']
Sweets For My Sweet,['The Drifters' 'Tony Orlando']
Swept Away,['Diana Ross']
Swervin,['A Boogie Wit da Hoodie Featuring 6ix9ine']
Swimming Pools (Drank),['Kendrick Lamar']
Swing,"[""Savage Featuring Soulja Boy Tell'em"" 'Trace Adkins']"
Swing My Way,['K.P. & Envyi']
Swing The Mood,['Jive Bunny & The Mastermixers']
Swing Ya Rag,['T.I. Featuring Swizz Beatz']
Swing Your Daddy,['Jim Gilstrap']
"Swing, Swing",['The All-American Rejects']
Swingin',['John Anderson']
Swingin' Down The Lane,['Jerry Wallace']
Swingin' Gently,['Earl Grant']
Swingin' On A Rainbow,['Frankie Avalon']
Swingin' School,['Bobby Rydell']
Swingin' Tight,['Bill Deal & The Rhondels']
Swinging On A Star,['Big Dee Irwin (with Little Eva)']
Swingtown,['The Steve Miller Band']
Swish Swish,['Katy Perry Featuring Nicki Minaj']
Switch,['Will Smith']
Switch It On,['Cliff Nobles & Co.']
Switchin' To Glide/This Beat Goes On,['The Kings']
Sylvia,['Focus']
Sylvia's Mother,['Dr. Hook And The Medicine Show']
"Sympathy For The Devil (""Interview With The Vampire"")","[""Guns N' Roses""]"
Sympathy For The Devil (Remixes),['The Rolling Stones']
Symphony,['Sammy Turner']
Symphony Of Destruction,['Megadeth']
Symptoms Of True Love,['Tracie Spencer']
Synchronicity II,['The Police']
System Of Survival,"['Earth, Wind & Fire']"
T'ain't Nothin' To Me,['The Coasters']
T-R-O-U-B-L-E,['Elvis Presley']
T-Shirt,['Shontelle' 'Migos' 'Thomas Rhett']
T.H.E (The Hardest Ever),['will.i.am Featuring Mick Jagger & Jennifer Lopez']
T.L.C.,['Linear']
T.L.C. Tender Love And Care,['Jimmie Rodgers']
TATI,['6ix9ine Featuring DJ SPINKING']
THat Part,['ScHoolboy Q Featuring Kanye West']
TIC TOC,['6ix9ine Featuring Lil Baby']
TKO,['Justin Timberlake']
TOES,['DaBaby Featuring Lil Baby & Moneybagg Yo']
TRUE,['Ryan Cabrera' 'Spandau Ballet']
TSOP (The Sound Of Philadelphia),['MFSB Featuring The Three Degrees']
TTYLXOX,['Bella Thorne']
TUSK,['Fleetwood Mac']
TVC15,['David Bowie']
Ta Da,"[""Lil' Mo""]"
Ta Ta,['Clyde McPhatter']
Taboo,['Arthur Lyman' 'Don Omar']
Tainted,['Slum Village Featuring Dwele']
Tainted Love,['Soft Cell']
Take A Back Road,['Rodney Atkins']
Take A Bow,['Madonna' 'Glee Cast' 'Rihanna']
Take A Chance On Me,['ABBA']
Take A Closer Look At The Woman You're With,['Wilson Pickett']
Take A Fool's Advice,['Nat King Cole']
Take A Hand,['Rick Springfield']
Take A Letter Maria,['R.B. Greaves']
Take A Little Rhythm,['Ali Thomson']
Take A Little Ride,['Jason Aldean']
Take A Look,"[""J'Son"" 'Aretha Franklin']"
Take A Look Around,['The Temptations' 'Smith']
Take A Message,['Remy Shand']
Take A Message To Mary,['The Everly Brothers']
Take A Picture,['Filter']
Take A Walk,['Passion Pit']
Take Another Picture,['Quarterflash']
Take Away,"['Missy ""Misdemeanor"" Elliott Featuring Ginuwine & Tweet' 'Big Ric']"
Take Back Home Girl,['Chris Lane Featuring Tori Kelly']
Take Back The Night,['Justin Timberlake']
Take Care,['Drake Featuring Rihanna']
Take Care Of Your Homework,['Johnnie Taylor']
Take Five,['The Dave Brubeck Quartet']
Take Good Care Of Her,['Adam Wade' 'Mel Carter']
Take Good Care Of My Baby,['Bobby Vinton' 'Bobby Vee']
Take It Away,['Paul McCartney']
Take It Back,['The J. Geils Band' 'Pink Floyd']
Take It Easy,['Eagles' 'Mad Lion' 'Andy Taylor']
Take It Easy On Me,['Little River Band']
Take It From Me,['Jordan Davis']
Take It Like A Man,['Bachman-Turner Overdrive']
Take It Off,['Ke$ha']
Take It Off Him And Put It On Me,['Clarence Carter']
Take It On Back,['Chase Bryant']
Take It On The Run,['REO Speedwagon']
Take It Slow (Out In The Country),['Lighthouse']
Take It To Da House,['Trick Daddy Featuring The SNS Express']
Take It To Heart,['Michael McDonald']
Take It To The Head,"['DJ Khaled Featuring Chris Brown, Rick Ross, Nicki Minaj & Lil Wayne']"
Take It To The Limit,['Eagles']
Take It To The Streets,['Rampage Featuring Billy Lawrence']
Take It While It's Hot,['Sweet Sensation']
Take Me,['Grand Funk Railroad']
Take Me (Just As I Am),['Solomon Burke']
Take Me As I Am,['Mary J. Blige']
Take Me Away,['Fefe Dobson']
Take Me Back,['Little Anthony And The Imperials' 'Bonnie Tyler']
Take Me Back To Chicago,['Chicago']
Take Me Bak 'Ome,['Slade']
Take Me Down,['Alabama']
Take Me For A Little While,['Vanilla Fudge' 'Patti LaBelle And The Blue Belles']
Take Me For What I'm Worth,['The Searchers']
"Take Me Girl, I'm Ready",['Jr. Walker & The All Stars']
Take Me Home,['Terror Squad' 'Cher' 'Cash Cash Featuring Bebe Rexha' 'Phil Collins']
Take Me Home Tonight,['Eddie Money']
"Take Me Home, Country Roads",['John Denver']
Take Me I'm Yours,['Michael Henderson']
Take Me In Your Arms,['Lil Suzy']
Take Me In Your Arms (Rock Me A Little While),['Kim Weston']
Take Me In Your Arms (Rock Me),['The Doobie Brothers']
Take Me In Your Arms And Love Me,['Gladys Knight And The Pips']
Take Me Now,['David Gates']
Take Me On The Floor,['The Veronicas']
Take Me Or Leave Me,['Glee Cast']
Take Me Out,['Franz Ferdinand']
Take Me There,['BLACKstreet & Mya Featuring Mase & Blinky Blink' 'Rascal Flatts']
Take Me To Church,['Hozier' 'Matt McAndrew']
Take Me To Heart,['Quarterflash']
Take Me To The Kaptin,['Prism']
Take Me To The River,['Talking Heads' 'Syl Johnson']
Take Me With U,['Prince And The Revolution Duet With Apollonia']
Take My Advice,['Kym Sims']
Take My Breath Away,['Jessica Simpson']
"Take My Breath Away (Love Theme From ""Top Gun"")",['Berlin']
Take My Hand,['Kenny Rogers & The First Edition']
Take My Heart (You Can Have It If You Want It),['Kool & The Gang']
Take My Love (I Want To Give It All To You),['Little Willie John']
Take No Prisoners (In The Game Of Love),['Peabo Bryson']
Take Off,['Bob & Doug McKenzie']
Take On Me,['a-ha']
Take One,['Kodak Black']
Take Over Control,['Afrojack Featuring Eva Simons']
Take Some Time Out For Love,['The Isley Brothers']
Take That,"['Torrey Carter Featuring Missy ""Misdemeanor"" Elliott']"
Take That To The Bank,['Shalamar']
Take The L.,['The Motels']
Take The Long Way Home,['Supertramp']
Take The Money And Run,['Steve Miller']
Take The Short Way Home,['Dionne Warwick']
Take The Time,['Michael Stanley Band']
Take These Chains From My Heart,['Ray Charles']
Take This Heart,['Richard Marx']
Take This Heart Of Mine,['Marvin Gaye']
Take This Hurt Off Me,['Don Covay']
Take Time,['Chris Walker']
Take Time To Know Her,['Percy Sledge']
Take What You Want,['Post Malone Featuring Ozzy Osbourne & Travis Scott']
Take Ya Home,['Lil Bow Wow']
Take You Down,['Chris Brown']
Take You Home,['Angie Martinez Featuring Kelis']
Take You Home With Me a.k.a. Body,['R. Kelly & Jay-Z']
Take You Out,['Luther Vandross']
Take You There,['Sean Kingston' 'Pete Rock & C.L. Smooth']
Take You Tonight,['Ozark Mountain Daredevils']
Take Your Shirt Off,['T-Pain']
Take Your Time,['Sam Hunt' 'Tre']
Take Your Time (Do It Right),['Max-A-Million']
Take Your Time (Do It Right) Part 1,['The S.O.S. Band']
Takeaway,['The Chainsmokers & Illenium Featuring Lennon Stella']
Taken In,['Mike + The Mechanics']
Taki Taki,"['DJ Snake Featuring Selena Gomez, Ozuna & Cardi B']"
Takin' All I Can Get,['Mitch Ryder And The Detroit Wheels']
Takin' Care Of Business,['Bachman-Turner Overdrive']
Takin' It Back,['Breathless']
Takin' It Easy,['Seals & Crofts']
Takin' It To The Streets,['The Doobie Brothers' 'Taylor Hicks']
Takin' Shots,['Post Malone']
Taking A Walk,['Trippie Redd']
Taking Chances,['Celine Dion' 'Glee Cast']
Taking Everything,['Gerald Levert']
Taking It All Too Hard,['Genesis']
Taking You Home,['Don Henley']
Tal Vez,['Ricky Martin']
Talk,['Khalid' 'Coldplay']
Talk About Love,['Adam Faith']
Talk About Our Love,['Brandy Featuring Kanye West']
Talk Back Trembling Lips,['Johnny Tillotson']
Talk Dirty,['Jason Derulo Featuring 2 Chainz']
Talk Dirty To Me,['Poison']
Talk It Over,['Grayson Hugh']
Talk It Over In The Morning,['Anne Murray']
Talk Of The School,['Sonny James']
Talk Show Shhh!,['Shae Jones']
Talk Talk,['The Music Machine' 'Talk Talk']
Talk That Talk,['Rihanna Featuring Jay-Z' 'Jackie Wilson']
Talk To Me,"['Tory Lanez & Rich The Kid' 'Wild Orchid' 'Frank Sinatra' 'Stevie Nicks'
 'Anita Baker' 'Chico DeBarge' 'Sunny & The Sunglows' 'Fiona'
 'Quarterflash']"
Talk To Me Baby,['Annette With The Afterbeats' 'Barry Mann']
Talk To Myself,['Christopher Williams']
Talk Up,['Drake Featuring JAY-Z']
Talk You Out Of It,['Florida Georgia Line']
Talkin' 2 Myself,['Eminem Featuring Kobe']
